sequence,From,To,address_id,total_transactions,transactions_initiated,transactions_received,average_transaction_value,total_transaction_value,average_outgoing_value,average_incoming_value,total_outgoing_value,total_incoming_value,last_outgoing_transaction_value,last_incoming_transaction_value,value1,value2,value3,value4,timestamps1,timestamps2,timestamps3,timestamps4,label
9377,9378,906,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,-0.203348266,0.0,73,74,97,97,1
9378,9379,906,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,97,97,120,145,1
9379,9380,906,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,-0.063168445,0.0,0.0,-0.216085526,193,193,195,217,1
9380,9381,906,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.082981347,217,241,241,241,1
9381,9382,906,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,-0.177213003,0.0,0.0,265,288,288,289,1
9382,9383,906,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,-0.1,0.0,0.0,313,348,348,348,1
9383,9384,906,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,-0.106915174,0.0,0.0,373,606,606,606,1
9384,9385,953,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9385,9386,961,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9386,9387,982,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9387,9388,1139,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9388,9389,1230,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9389,9390,1253,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9390,9391,1361,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.04878379,0.095815457,0.0,0.0,0,23,0,0,1
9391,9392,1382,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,95,0,1
9392,9393,1458,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9393,9394,1685,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,24,24,1
9394,9395,1685,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,74,98,123,145,1
9395,9396,1685,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,195,241,265,289,1
9396,9397,1685,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,316,363,386,625,1
9397,9398,1959,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9398,9399,1989,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.100189631,0.0,0.0,0.0,0,0,0,0,1
9399,9400,2064,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9400,9401,2174,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,-0.045,0.0,0.0,0.0,0,0,0,0,1
9401,9402,2433,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9402,9403,2533,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9403,9404,2561,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.032130995,0.021424041,0.0,0.0,0,71,0,0,1
9404,9405,2726,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9405,9406,2735,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9406,9407,2917,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9407,9408,2967,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,22,0,0,1
9408,9409,2989,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9409,9410,3257,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9410,9411,3569,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9411,9412,3578,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9412,9413,3589,3582,94,84,10,0.019237411,1.808316649,0.004539586,0.142699139,0.381325261,1.426991388,0.100189631,0.106915174,0.0,0.0,0.0,0.0,0,0,0,0,1
9413,9414,2066,3583,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9414,9415,2693,3584,1,1,0,0.44,0.44,0.44,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.0,0.0,0,0,0,0,0
9415,9416,2465,3585,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9416,9417,1584,3586,1,1,0,0.001763671,0.001763671,0.001763671,0.0,0.001763671,0.0,0.001763671,0.0,0.001763671,0.0,0.0,0.0,0,0,0,0,0
9417,9418,56,3587,1,1,0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0,0,0,0,0
9418,9419,2664,3588,1,1,0,10.02389498,10.02389498,10.02389498,0.0,10.02389498,0.0,10.02389498,0.0,10.02389498,0.0,0.0,0.0,0,0,0,0,0
9419,9420,3582,3589,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9420,9421,79,3590,2,2,0,0.55,1.1,0.55,0.0,1.1,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0,0,0,0,0
9421,9422,2762,3591,2,2,0,0.1,0.2,0.1,0.0,0.2,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0,0,0,0,0
9422,9423,852,3592,1,1,0,0.4,0.4,0.4,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0,0,0,0,0
9423,9424,1844,3593,23,13,10,0.090371739,2.07855,0.15975,0.00018,2.07675,0.0018,0.045,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9424,9425,1844,3593,23,13,10,0.090371739,2.07855,0.15975,0.00018,2.07675,0.0018,0.045,0.0,0.0,0.0,0.0,0.0,43,0,0,0,0
9425,9426,2043,3593,23,13,10,0.090371739,2.07855,0.15975,0.00018,2.07675,0.0018,0.045,0.0,0.0,0.0,0.0,0.0,0,48,913,0,0
9426,9427,2128,3593,23,13,10,0.090371739,2.07855,0.15975,0.00018,2.07675,0.0018,0.045,0.0,-0.0018,0.045,0.045,0.045,0,9,10,10,0
9427,9428,2128,3593,23,13,10,0.090371739,2.07855,0.15975,0.00018,2.07675,0.0018,0.045,0.0,0.045,0.045,0.045,0.069,11,14,14,16,0
9428,9429,2128,3593,23,13,10,0.090371739,2.07855,0.15975,0.00018,2.07675,0.0018,0.045,0.0,1.4615,0.09625,0.0,0.045,21,23,24,26,0
9429,9430,2128,3593,23,13,10,0.090371739,2.07855,0.15975,0.00018,2.07675,0.0018,0.045,0.0,0.045,0.045,0.045,0.0,27,33,34,0,0
9430,9431,1106,3594,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
9431,9432,502,3595,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9432,9433,3340,3596,1,0,1,0.241,0.241,0.0,0.241,0.0,0.241,0.0,0.241,-0.241,0.0,0.0,0.0,0,0,0,0,0
9433,9434,3836,3597,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9434,9435,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9435,9436,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9436,9437,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9437,9438,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9438,9439,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9439,9440,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9440,9441,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9441,9442,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9442,9443,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9443,9444,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9444,9445,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9445,9446,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9446,9447,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9447,9448,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9448,9449,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9449,9450,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9450,9451,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9451,9452,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9452,9453,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9453,9454,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9454,9455,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9455,9456,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9456,9457,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9457,9458,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9458,9459,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9459,9460,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9460,9461,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9461,9462,54,3598,109,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9462,9463,2591,3599,1,1,0,0.22,0.22,0.22,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0,0,0,0,0
9463,9464,1106,3600,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
9464,9465,3281,3601,1,1,0,10.53762964,10.53762964,10.53762964,0.0,10.53762964,0.0,10.53762964,0.0,10.53762964,0.0,0.0,0.0,0,0,0,0,0
9465,9466,1106,3602,1,1,0,0.05856158,0.05856158,0.05856158,0.0,0.05856158,0.0,0.05856158,0.0,0.05856158,0.0,0.0,0.0,0,0,0,0,0
9466,9467,44,3603,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9467,9468,1065,3603,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9468,9469,3281,3604,1,1,0,0.008861661,0.008861661,0.008861661,0.0,0.008861661,0.0,0.008861661,0.0,0.008861661,0.0,0.0,0.0,0,0,0,0,0
9469,9470,620,3605,1,0,1,0.02142528,0.02142528,0.0,0.02142528,0.0,0.02142528,0.0,0.02142528,-0.02142528,0.0,0.0,0.0,0,0,0,0,0
9470,9471,3723,3606,1,1,0,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0
9471,9472,1305,3607,1,1,0,0.021741786,0.021741786,0.021741786,0.0,0.021741786,0.0,0.021741786,0.0,0.021741786,0.0,0.0,0.0,0,0,0,0,0
9472,9473,1844,3608,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
9473,9474,893,3609,6,0,6,0.915318333,5.49191,0.0,0.915318333,0.0,5.49191,0.0,0.0465,-0.01125,-2.09125,-2.09125,-0.85083,0,0,0,394,0
9474,9475,893,3609,6,0,6,0.915318333,5.49191,0.0,0.915318333,0.0,5.49191,0.0,0.0465,-0.40083,-0.0465,0.0,0.0,394,2474,0,0,0
9475,9476,1844,3610,1,1,0,0.116208708,0.116208708,0.116208708,0.0,0.116208708,0.0,0.116208708,0.0,0.116208708,0.0,0.0,0.0,0,0,0,0,0
9476,9477,1854,3611,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9477,9478,1305,3612,1,1,0,0.336435607,0.336435607,0.336435607,0.0,0.336435607,0.0,0.336435607,0.0,0.336435607,0.0,0.0,0.0,0,0,0,0,0
9478,9479,3527,3613,1,0,1,0.069,0.069,0.0,0.069,0.0,0.069,0.0,0.069,-0.069,0.0,0.0,0.0,0,0,0,0,0
9479,9480,3836,3614,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9480,9481,502,3615,1,0,1,0.0255,0.0255,0.0,0.0255,0.0,0.0255,0.0,0.0255,-0.0255,0.0,0.0,0.0,0,0,0,0,0
9481,9482,3484,3616,1,1,0,0.065,0.065,0.065,0.0,0.065,0.0,0.065,0.0,0.065,0.0,0.0,0.0,0,0,0,0,0
9482,9483,2126,3617,1,1,0,0.075,0.075,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.0,0.0,0,0,0,0,0
9483,9484,3484,3618,1,1,0,0.06,0.06,0.06,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0,0,0,0,0
9484,9485,2591,3619,2,2,0,0.3,0.6,0.3,0.0,0.6,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0,238,0,0,0
9485,9486,2591,3620,1,1,0,0.075,0.075,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.0,0.0,0,0,0,0,0
9486,9487,1005,3621,1,0,1,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,-0.05,0.0,0.0,0.0,0,0,0,0,0
9487,9488,2126,3622,4,4,0,0.095,0.38,0.095,0.0,0.38,0.0,0.15,0.0,0.04,0.15,0.04,0.15,0,0,0,0,0
9488,9489,2371,3623,1,1,0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0,0,0,0,0
9489,9490,852,3624,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
9490,9491,539,3625,1,1,0,6.79e-06,6.79e-06,6.79e-06,0.0,6.79e-06,0.0,6.79e-06,0.0,6.79e-06,0.0,0.0,0.0,0,0,0,0,0
9491,9492,187,3626,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
9492,9493,307,3626,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
9493,9494,1593,3626,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
9494,9495,1741,3626,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
9495,9496,2231,3626,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
9496,9497,2623,3626,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
9497,9498,2623,3626,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,1
9498,9499,2623,3626,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5,0,1
9499,9500,3726,3626,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
9500,9501,3836,3627,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
9501,9502,2974,3628,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9502,9503,2821,3629,1,1,0,0.095,0.095,0.095,0.0,0.095,0.0,0.095,0.0,0.095,0.0,0.0,0.0,0,0,0,0,0
9503,9504,2591,3630,1,1,0,0.25,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0,0,0,0,0
9504,9505,2466,3631,1,1,0,0.03,0.03,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0,0,0,0,0
9505,9506,1305,3632,1,1,0,0.017027363,0.017027363,0.017027363,0.0,0.017027363,0.0,0.017027363,0.0,0.017027363,0.0,0.0,0.0,0,0,0,0,0
9506,9507,1106,3633,1,1,0,0.060993611,0.060993611,0.060993611,0.0,0.060993611,0.0,0.060993611,0.0,0.060993611,0.0,0.0,0.0,0,0,0,0,0
9507,9508,56,3634,1,1,0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0,0,0,0,0
9508,9509,1432,3635,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9509,9510,3104,3636,1,0,1,0.00319822,0.00319822,0.0,0.00319822,0.0,0.00319822,0.0,0.00319822,-0.00319822,0.0,0.0,0.0,0,0,0,0,0
9510,9511,539,3637,1,0,1,0.003,0.003,0.0,0.003,0.0,0.003,0.0,0.003,-0.003,0.0,0.0,0.0,0,0,0,0,0
9511,9512,2126,3638,3,3,0,0.028985936,0.086957809,0.028985936,0.0,0.086957809,0.0,0.011957809,0.0,0.0,0.075,0.011957809,0.0,0,0,0,0,0
9512,9513,56,3639,1,1,0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0,0,0,0,0
9513,9514,2126,3640,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
9514,9515,1844,3641,1,1,0,0.14734622,0.14734622,0.14734622,0.0,0.14734622,0.0,0.14734622,0.0,0.14734622,0.0,0.0,0.0,0,0,0,0,0
9515,9516,539,3642,1,1,0,0.000342655,0.000342655,0.000342655,0.0,0.000342655,0.0,0.000342655,0.0,0.000342655,0.0,0.0,0.0,0,0,0,0,0
9516,9517,2805,3643,1,1,0,0.028867472,0.028867472,0.028867472,0.0,0.028867472,0.0,0.028867472,0.0,0.028867472,0.0,0.0,0.0,0,0,0,0,0
9517,9518,1305,3644,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9518,9519,56,3645,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
9519,9520,1844,3646,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,138,138,0,0
9520,9521,1844,3647,1,1,0,0.06,0.06,0.06,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0,0,0,0,0
9521,9522,1520,3648,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9522,9523,502,3649,1,1,0,0.013446837,0.013446837,0.013446837,0.0,0.013446837,0.0,0.013446837,0.0,0.013446837,0.0,0.0,0.0,0,0,0,0,0
9523,9524,2821,3650,2,2,0,0.01,0.02,0.01,0.0,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0,0,0,0,0
9524,9525,2266,3651,1,0,1,0.131,0.131,0.0,0.131,0.0,0.131,0.0,0.131,-0.131,0.0,0.0,0.0,0,0,0,0,0
9525,9526,539,3652,2,2,0,0.233553503,0.467107006,0.233553503,0.0,0.467107006,0.0,0.078278254,0.0,0.388828752,0.078278254,0.0,0.0,0,41,0,0,0
9526,9527,3024,3653,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9527,9528,2591,3654,1,1,0,0.065,0.065,0.065,0.0,0.065,0.0,0.065,0.0,0.065,0.0,0.0,0.0,0,0,0,0,0
9528,9529,2821,3655,3,3,0,0.157333333,0.472,0.157333333,0.0,0.472,0.0,0.178,0.0,0.196,0.098,0.178,0.0,0,0,0,0,0
9529,9530,2126,3656,3,3,0,0.062878152,0.188634456,0.062878152,0.0,0.188634456,0.0,0.06,0.0,0.008634456,0.12,0.06,0.0,0,0,4,0,0
9530,9531,2345,3657,1,1,0,0.001003734,0.001003734,0.001003734,0.0,0.001003734,0.0,0.001003734,0.0,0.001003734,0.0,0.0,0.0,0,0,0,0,0
9531,9532,502,3658,1,0,1,0.00448994,0.00448994,0.0,0.00448994,0.0,0.00448994,0.0,0.00448994,-0.00448994,0.0,0.0,0.0,0,0,0,0,0
9532,9533,56,3659,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
9533,9534,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9534,9535,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9535,9536,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9536,9537,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9537,9538,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9538,9539,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9539,9540,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9540,9541,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9541,9542,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9542,9543,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9543,9544,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9544,9545,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0,0,0,0,0
9545,9546,1106,3660,51,51,0,0.05,2.55,0.05,0.0,2.55,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0,0,478,0,0
9546,9547,56,3661,1,1,0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0,0,0,0,0
